labeling,sentence
5,다른 친구들에게 학교폭력 당한 걸 이야기했는데 걔들한테 얘기하고 나서 괴롭힘이 더 심해졌어. 친구들한테 실망이야.
5,돈이 있는 사람은 돈을 벌고 없는 사람은 맨날 지지리 궁상인 이 세상이 환멸이 나.
5,늙은 모습으로 살기가 싫어.
3,언제 돌연 죽을지 몰라서 불안해 할 바에는 빨리 죽는 게 나을 것 같다는 생각이 들어.
3,상사가 심상치 않은 목소리로 나를 호출하면 불안해서 심장이 터질 것 같아.
1,이달 말까지 병원비 밀린 걸 내야 하는데 돈은 없고 의사 선생님 눈치가 보여서 살 수가 없네.
4,이제 더 이상 가족들에게 피해를 줄 수 없어. 퇴원하기로 했어.
4,우리 나이에도 노후준비가 벌써 완벽한 사람이 있더라구.
5,결혼까지 마음먹었던 남자친구가 어느 날 갑자기 불구가 되어서 마음이 괴롭고 슬퍼.
4,회사 내에서 조용히 지냈더니 내가 가장 만만했는지 직장 내 괴롭힘을 당했어. 많이 우울하고 속상해.
2,오늘도 일할 때 민원이 심하게 들어왔어.
3,내가 학교폭력에 가담했는데 징계 위원회에서 퇴학 처분을 받아서 너무 당혹스러워.
0,일이 많아서 휴가를 못 갔거든. 근데 오늘 상여금이 나와서 무지 기뻐.
0,내가 투자한 김 사장의 사업은 꼭 성공할 것이라고 믿어.
0,가족들도 화목하고 서로 대화도 잘 통해서 그런지 요즘 행복해.
0,남편이 죽기 전에 손자들 얼굴 보고 싶다고 했는데 다행히 늦지 않아서 안도했어.
1,부부동반 모임에 갔는데 우리 부부만 양복 차림이어서 많이 부끄러웠어.
4,가족들을 위해서 헌신하며 살았어.
2,오늘 학원 숙제를 하기가 귀찮아서 안 했는데 학원에서 잃어버렸다고 거짓말했어.
2,안 아픈 곳이 없어. 짜증이나 미치겠어.
4,상사가 회식 자리에서 술에 취해 내게 폭언을 퍼붓는데 너무 감정적으로 나오셔서 놀랐어.
1,최근에 다른 회사에서 나에게 스카우트 제의를 했는데 당황스러웠어.
5,마지막 이직을 생각하고 이 회사로 왔는데 재무 구조가 부실해서 후회하는 중이야.
2,나는 친구가 아플 때 숙제랑 필기를 도와줬는데 친구는 지금 내가 아픈데 아무런 도움을 안 줘서 화가 나.
5,아내가 주식은 절대 하지 말라고 했는데 몰래 했다가 망했어.
1,딸이 결혼할 때 내 수술비까지 털어서 좋은 혼수를 해주었더니 재정적으로 부담이 돼.
4,돈을 일찍 나눠주지 말 걸 그랬어. 자식들이 돈을 받고 난 다음에 이제 내가 죽기만 바라는 것 같아서 억울해.
5,이제 다음 달이면 은퇴해. 그런데 그 은퇴 생각을 하면 매우 서운한 감정이 들어.
1,가족들이랑 모여도 늘 내 치료비 걱정만 하고 사는 게 죄 같아.
1,남편은 집에서 손 하나 까딱 하지 않으려고 해.
1,건강이 나빠져서 내 모습이 혐오스러워.
5,고등학교에서 계속된 따돌림에 힘들어.
4,사랑하는 사람들이 계속 세상을 떠나는데 나 혼자 살아있는 게 무슨 의미가 있나 싶어 슬퍼.
2,열심히 공부해도 상위권에 있는 애들 따라잡기 어렵다. 좌절감이 들어.
3,친구가 돈이 행복의 전부가 아니라고 자주 말하더니 노후 준비를 전혀 안 했더라구. 정말 걱정이야.
0,은퇴하면 퇴직금 나오는데 그중 일부는 해외 여행 비용 써야겠어.
4,대출 문제로 여러 가지 힘드네.
2,내가 괴롭히지 않았는데 왜 걔들은 나한테만 뭐라고 하는지 화가 나.
2,좌절감이 너무 크다.
2,팀장님이 빨리 내라고 엄청 재촉하길래 짜증 나서 대충 작성해서 제출해 버렸어.
2,가장인 내가 밥상에서 수저를 들기 전에 가족들이 밥을 먹는 게 마음에 안 들어.
2,월급이 네 달 치나 밀렸어. 내 생활도 힘들어질 거 같아. 더는 못 버텨 이제 한계야.
5,아들이 학교 폭력에 연루되었다는 걸 알았을 때 확실하게 가르쳤어야 했어.
0,유능한 의사 선생님께 수술을 받게 되었어. 정말 기뻐!
2,운동 신경이 없어서 체육 실기 시험 성적이 바닥으로 나왔어. 좌절감이 들어.
5,결혼 반대가 너무 심해서 지금 애인과 결혼이 어려울 것 같은데 결혼에 환멸이 느껴져.
4,아들이 내 폐암 치료비를 내주지 못해서 미안하다고 눈물을 보였어. 마음이 아파.
2,팀장님이 나에게만 이 과제를 줬어! 너무 부당해!
5,친구들이 요즘 나랑 멀리하는데 기분이 되게 이상하고 상당히 공허하네.
4,친구들 모임이 있다는데 난 안 가려고.
3,건강검진 결과가 나왔는데 떨리고 불안해 못 보겠어.
2,딸이 갑자기 남자 친구를 소개해 준다고 데리고 왔어.
3,퇴근한 남편이 항상 신경질을 부려서 그것을 받아주는 것이 너무 힘드네.
0,팀원들의 업무분배로 인한 오해가 풀렸어.
4,자식들이 아픈 나를 요양원에 보내려고 해.
1,이제는 술 많이 먹기 내기하는 친구들을 보면 철이 덜 들었다고 생각해.
5,공무원 시험을 한 번 더 시도해 보고 싶은데 아무도 격려해 주지 않아.
0,할머니 사는 곳에 지진이 났는데 할머니 댁은 피해가 없었다니 정말 다행이야.
0,기분이 안 좋았는데 산책도 하고 책에 나온 대로 따라 하니까 마음이 한결 나아진 거 같아.
3,요즘 정신적 스트레스가 많다 보니까 죽음에 대해 많이 생각하게 돼.
1,직장 동료가 산 아파트가 오억이나 올랐대.
3,손녀딸은 나랑 놀고 싶어 하는데 내가 기운이 없어서 많이 힘들다.
0,선생님께서 학교폭력을 이겨낸 내가 자랑스럽다며 수고했다고 안아주셨어. 정말 행복해.
2,상사가 통계수치가 안 맞는다고 다시 해오라는 거야. 통계수치는 내가 맞는데 우기니까 너무 화가 나. 누가 맞는지 결판을 내야겠어.
1,같은 반 친구들에게 따돌림을 당하고 있는데 선생님께 말씀을 못 드리겠어.
4,박 과장이 자신이 한 실수를 내 탓으로 돌려서 내가 상사한테 혼났어. 너무 억울하고 화가 나.
2,조금 있으면 육십인데 아무것도 없으니 짜증 나네?
2,학교 친구들이 계속 따돌리니까 요즘 너무 무섭고 힘들어.
3,요즘 들어 내 몸의 이곳저곳이 아파지는 것을 느껴서 보험을 여러 개 들었어.
3,학창 시절에 나를 괴롭힌 아이가 떠오를 때마다 트라우마로 남아.
4,지금 출산을 하는데 너무 괴로워.
1,세상에 몸에 좋은 음식이 너무 많아서 혼란스럽네.
5,전에 다니던 회사는 복지가 좋았는데 지금 회사는 그 부분이 별로라서 좀 후회되네.
2,딸애가 자꾸 애들을 봐달라는데 좀 힘들어.
1,어렸을 때의 내가 후회된다.
2,아내가 암에 걸렸는데 치료비가 너무 많이 나와서 힘들어.
5,부모님이 결국 이혼하시기로 결정하셨어.
1,사업을 시작하려는 사람마다 달라붙던 사기꾼이 이번에 감옥에 가게 됐어.
3,중년 여성이 되고 보니 갱년기에 대한 불안감이 있어.
1,부모님이 고졸인 남자친구를 무작정 싫어하셔서 힘들어.
5,왜 나는 사회생활에서 이 정도밖에 안 되는 걸까?
5,매번 만나는 여자들과 연애에 실패해서 슬프게 느껴지네.
0,나 드디어 떠나.
2,병이 나으려면 약보다 휴식이 필요하다고 하는데 회사에 출근해야 해서 쉴 수가 없어. 너무 답답해.
1,내년이면 고등학생인데 부모님은 아직 내가 어리다고 하셔.
2,직장에서 일이 워낙 많다 보니 때로는 동료들이 성가실 때가 있어. 내가 신경이 날카로운 상태인 것 같아.
0,나이가 많이 먹다 보니 병원을 자주 가는데 갈 때마다 며느리가 항상 데려다주니 편하고 고마워.
0,일하는 직원들이 자주 바뀌지 않으니 일을 할 때 편하고 손발이 잘 맞아 좋아.
4,그 청렴했던 직속 상사가 비리 문제로 퇴사라니 믿어지지 않아!
0,요즘 새로운 사람을 만나는 게 너무 신나.
3,중요한 업무 메일을 보냈는데 혹여라도 거기 내가 실수한 게 있을까 봐 걱정이야.
2,자주 부부싸움을 하는 부모님을 보면 집에 있기가 싫어져.
1,남보다 돈이 없다고 열등감 가지는 친구를 보면 참 답답해.
1,점심시간에 동료직원과 밥을 먹는데 나도 모르게 트림이 나와서 웃음바다가 되어버렸어.
5,요즘 너무 바빠서 친구들과 만남도 어렵고 집에 퇴근해 들어오면 너무 쓸쓸하네
3,경쟁 회사에서 이직 제의가 들어왔어. 지금 회사생활도 만족스럽지만 새로운 곳에서 다시 또 도전해보면 어떨까 고민이야.
5,생각보다 성적이 너무 안 나와서 실망했어.
4,엄마가 아빠한테 지긋지긋하다면서 소리를 질렀어. 이제 곧 이혼하실 것 같아.
3,과거에 돈을 모으지 못한 것에 후회가 돼.
4,돈 빌리고 연락 안 된다는 친구 이야기 텔레비전에서나 있는 이야긴 줄 알았는데 실제로도 일어날 수 있는 일이구나.
0,옆집 박 씨는 도움을 많이 주었어. 정말 고마운 사람이야.
0,은퇴하고나서 나를 위한 별장을 구입했거든? 너무 기뻐.
4,처세가 능숙한 동기가 제일 먼저 승진을 했는데 얄밉다.
1,친구가 택시 타다 죽었어. 다 내 책임이야.
1,회식 도중에 후배가 나에게 반말을 했는데 술에 취해서 한 거라 넘어가야 하나 혼란하네.
0,괴롭힘을 당하는 애가 나한테 자기 대신 가해자들 앞에 나서 달라고 했어. 이제 나의 진가를 알아준 거야.
1,나 오늘 점심시간에 우리 반 친구가 다른 반 애들한테 맞는 걸 봤어. 너무 당황해서 그 자리를 피해버렸어.
1,건강을 위해서 필라테스를 하려고 하는데 나랑 비슷한 또래도 할까?? 나이 들어서 주책이라고 하는 거 아닐지 부끄러워.
2,정말 많은 회사에서 떨어지니까 이제는 취업만 떠올려도 구역질이 나.
3,이번에 상위권 친구와 조별 과제를 하게 됐는데 나 때문에 성적이 안 나올까 봐 걱정돼.
0,내가 건강해서 정말 다행이고 기뻐.
2,애들한테 그만 괴롭히라고 소리 지르고 싶은 심정이야.
1,다음 달에 출산 예정인 아기가 아들인 줄 알았는데 오늘에서야 딸인 줄 알았어. 남자 이름도 몇 개 골라놓고 옷 신발도 다 파란색으로 사뒀는데 너무 당황스러워.
1,딸이 내 말을 듣지 않아서 화가 나서 나도 모르게 딸을 한 대 때렸는데 너무 마음이 안 좋네.
1,옆집 아주머니가 이사를 한대. 이제 말동무를 할 사람이 없어.
3,혼자 살다 보니 집에 아무도 찾아오지 않을 때 이렇게 잊힐까 봐 무서워.
4,금자 할머니는 뭔가 큰 오해를 하고 나랑 말도 안 하려고 해서 고민이야.
2,요즘 밤에 잠을 못 자서 기분이 안 좋아.
3,이 년 동안 병 치료하느라 돈을 많이 썼어. 재정이 안 좋아서 불안해.
2,아내가 알츠하이머병 검진이 있어서 오늘 병원에 가야 하는데 안 간다고 고집을 부려.
3,매일 야근하니 이러려고 취업했나 하는 회의적인 생각이 들어.
0,직장에서 스트레스도 받지만 일이 있어 감사해.
4,아들이 나랑 있으면 이런저런 잔소리를 해서 속상해.
1,오늘이 내 생일인데 아무도 오늘이 내 생일이라는 것을 모르나 봐. 그래서 너무 외롭고 쓸쓸해.
0,우리 언니가 이번에 원하는 대학에 합격했어.
2,컴퓨터활용능력 일급 자격증 따는 데 실패했어.
3,계속 아프면서 건강과 죽음에 대한 불안감이 밀려와.
1,백내장을 놔두어서 시력이 나빠지니 사람들을 알아보기 어려워서 당황스럽네.
1,건강 생각하면 너무 외로워.
2,주식으로 퇴직금을 날려버려서 좌절 중이야.
3,취업하기가 너무 힘들어. 점점 마음이 약해지고 있어.
5,내가 돈이 없으니 자식들이 내 말을 듣지 않고 나를 무시하는 게 느껴져서 환멸이 나.
4,직장동료들이 아무도 내 인사를 받아주지 않으니까 너무 슬퍼.
1,자식이 하나인 줄 알았는데 둘이 됐어. 그중 장난 제일 심한 놈이 제일 나이도 많아.
4,오늘이 내 생일인데 자녀들은 바쁘다고 하고 주위에는 축하해줄 사람이 아무도 없네.
2,바람 피우는 엄마 얼굴이 보기 싫을 정도로 화가 나.
5,직장 상사가 너무 괴롭혀서 속상해.
1,여태껏 일등을 놓치지 않았는데 성적이 너무 떨어져서 말하기가 부끄러워.
1,딸에게 찾아가 병원비를 부탁했는데 매몰차게 거절하더라고. 슬프고 당황스러워.
5,이번 주에 들어온 신입이 어제 알려준 내용인데 오늘도 물어보는 거 있지?
4,오늘 친구랑 싸워서 힘들어.
3,아내의 낯빛이 많이 안 좋아 보여서 건강이 염려돼.
5,심장마비로 남편을 떠나보내고 매일 아침이면 눈을 뜨기가 두려워.
0,우리 아들이 결혼할 사람을 속이 깊은 사람으로 아주 잘 만났어.
0,내가 지켜주고 도와준 친구가 학교폭력을 이겨냈다고 연락이 와서 기분이 정말 좋아.
0,노후의 생활비 걱정이 없어서 기뻐.
4,나만 빼고 노인정 사람들은 다 행복해 보여. 다들 잘 사는 것 같아.
2,아내가 내 건강을 생각해서 한약을 지어왔는데 먹으나 안 먹으나 몸 상태가 똑같아서 짜증이 나.
5,나를 괴롭히던 사람들만 보면 무서워서 몸이 마비된 것처럼 느껴져.
1,요즘 진로 계획 때문에 너무 혼란스러워.
0,이제 학교폭력이 사라져서 너무 좋아.
5,쉽게 봤던 기업이었는데 서류전형에서부터 탈락해서 너무 슬퍼.
3,어제 밤새 공부하고 밥을 먹으러 나왔는데 아버지가 나에게 게임을 했냐고 뭐라 하셨어.
4,이번에 새로 들어온 신입 사원한테 과장님이 커피에 간식에 다 챙겨주는데 나는 챙겨주지도 않으시더니 신입만 챙겨줘서 기분 나빠.
4,배우자가 어제 너무 심한 말을 해서 상처받았어.
0,내가 학교 학생회장이 될 수 있을 거라곤 생각도 못 했는데 당선이 되어서 행복했어.
3,나 환갑이 넘으니 아픈 친구들이 많아져서 나도 음식을 함부로 먹지 않게 되더라고.
